date,symbol,ofi_window,ofi_thresh,bucket,net_bps,net_pkr,capture_pkr,markout_pkr,liq_pkr,fee_pkr,markout_bps,opened_notional,fills,throttle
2026-01-08,HBL,OFF,,last15,0.5535727522295654,22.773384061006404,638.9050000000004,-562.1149999999941,9.920000000000073,63.936615939,-13.66382557752234,411389.17999999993,19,ON
2026-01-08,FFC,OFF,,first15,16.798504384226984,522.4892573840149,378.2400000000184,192.61999999999648,0.0,48.370742616,6.19290802396646,311033.2,14,ON
2026-01-08,FFC,OFF,,middle,11.462806659868544,528.4478929420059,386.22000000000594,213.87999999999988,0.0,71.65210705800001,4.639369597565486,461010.91,25,ON
2026-01-08,FFC,OFF,,preclose45,9.49903526318068,528.038917044984,686.9299999999707,-72.45999999998674,0.0,86.43108295500001,-1.3035025884490052,555886.89,36,ON
2026-01-08,FFC,OFF,,last15,-14.496913957397318,-166.82723851300187,-73.82000000000176,90.43999999999936,-165.5499999999995,17.897238512999998,7.8590337524817455,115077.76,7,ON
2026-01-08,FNEL,OFF,,first15,15.153986102351691,452.677084516007,589.9100000000082,-90.7900000000011,0.0,46.442915484,-3.0393197387129427,298718.16000000003,35,ON
2026-01-08,FNEL,OFF,,middle,2.5027194473268843,118.37537882599952,728.2749999999977,-536.4349999999981,0.0,73.46462117400006,-11.341431977169908,472987.0099999999,78,ON
2026-01-08,FNEL,OFF,,preclose45,4.379035125862992,78.54617939900302,417.5200000000116,-311.09000000000856,0.0,27.883820601000004,-17.343606623876692,179368.69000000003,52,ON
2026-01-08,FNEL,OFF,,last15,29.7204113238989,127.31808125399756,18.829999999998293,17.27000000000009,97.87999999999916,6.661918746,4.031410923793048,42838.6,13,ON
2026-01-08,HUBC,OFF,,first15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,ON
2026-01-08,HUBC,OFF,,middle,-7.737751322617295,-164.99982467899383,199.63500000000457,-331.5049999999984,0.0,33.129824678999995,-15.546096834918623,213240.02,15,ON
2026-01-08,HUBC,OFF,,preclose45,5.519375484990667,19.022306834000933,54.30500000000097,-29.92500000000004,0.0,5.357693166000001,-8.6828223742623,34464.6,2,ON
2026-01-08,HUBC,OFF,,last15,17.62574069242161,63.60646870599986,68.08999999999764,2.370000000002221,-1.240000000000009,5.613531294,0.6567414649940786,36087.26,6,ON
2026-01-08,KEL,OFF,,first15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,ON
2026-01-08,KEL,OFF,,middle,13.89001544401649,59.35898100000446,16.50000000000551,49.49999999999895,0.0,6.641019000000001,11.583011583011336,42735.0,4,ON
2026-01-08,KEL,OFF,,preclose45,,0.0,0.0,0.0,0.0,0.0,,0.0,0,ON
2026-01-08,KEL,OFF,,last15,61.03894522691713,27.69275906000003,0.0,0.0,28.400000000000027,0.7072409399999999,0.0,4536.9,1,ON
2026-01-08,LUCK,OFF,,first15,-0.4613684448842192,-10.577318664993818,-11.454999999975826,36.524999999982015,0.0,35.64731866500001,1.5931714816495657,229259.69,11,ON
2026-01-08,LUCK,OFF,,middle,11.242500629536364,1678.411705202036,2211.974999999992,-301.55499999995584,0.0,232.00829479799992,-2.0199050488218853,1492916.7100000002,89,ON
2026-01-08,LUCK,OFF,,preclose45,25.169163290885923,447.0786142470055,247.03500000000503,227.65500000000043,0.0,27.611385753,12.81628260979836,177629.51,14,ON
2026-01-08,LUCK,OFF,,last15,40.10271429659792,202.123695461998,10.124999999999318,198.37499999999864,1.4400000000000546,7.816304538000001,39.35894765036728,50401.5,3,ON
2026-01-08,MARI,OFF,,first15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,ON
2026-01-08,MARI,OFF,,middle,28.35384633324239,1609.1851215660122,184.19000000004235,1513.14999999997,0.0,88.15487843400001,26.66170722321389,567536.8,30,ON
2026-01-08,MARI,OFF,,preclose45,17.51070329568982,182.6289656860013,98.6700000000044,106.94999999999686,-6.7999999999999545,16.191034314,10.254505414512792,104295.62,2,ON
2026-01-08,MARI,OFF,,last15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,ON
2026-01-08,MEBL,OFF,,first15,-6.336012114913642,-343.0780184859968,425.2300000000035,-684.2300000000002,0.0,84.078018486,-12.636453913657876,541473.1100000001,24,ON
2026-01-08,MEBL,OFF,,middle,8.564657130834425,1293.6799829719846,1566.4299999999798,-38.029999999995255,0.0,234.7200170280001,-0.2517731703147532,1510486.6,107,ON
2026-01-08,MEBL,OFF,,preclose45,19.09186200456877,467.6370225330078,105.69500000000652,400.0150000000013,0.0,38.072977467,16.331108983610356,244940.5,17,ON
2026-01-08,MEBL,OFF,,last15,-80.54623043416333,-981.4302041390022,31.674999999999613,-93.92500000000013,-900.3200000000018,18.860204139,-7.708449018201716,121846.82,10,ON
2026-01-08,MLCF,OFF,,first15,-40.77273333333369,-149.0936539800013,28.14999999999614,-171.54999999999745,0.0,5.69365398,-46.91388410315242,36567.0,1,ON
2026-01-08,MLCF,OFF,,middle,3.487656362413884,24.327588931000054,98.68000000000738,-63.51000000000733,0.0,10.842411069,-9.104932519419458,69753.4,10,ON
