date,symbol,n_events,n_fills,n_orders_sent,n_cancels,rejected_crossing,halted_requotes,pos_at_close,net_pnl,equity_mid_mark,liquidation_clean,unfilled_sh,eod_fired,rest_oid_resolved_frac
2026-02-04,PPL,23211,558,6237,3728,101,0,-502.0,1251.1994288180722,1284.5350264640874,True,0.0,True,0.1907
2026-02-06,UBL,17130,427,6167,2248,35,448,-500.0,-4537.808471312979,-4316.042756312992,True,0.0,True,0.174
2026-02-06,PPL,66596,1034,15063,4611,538,1717,-529.0,-13898.32610900019,,False,529.0,True,0.1378
2026-02-09,UBL,13352,259,2699,1492,22,11,-517.0,-28632.61674800201,,False,517.0,True,0.238
2026-02-09,PPL,63802,1102,13826,6855,176,34,-526.0,-14180.879997012322,,False,526.0,True,0.181
2026-02-10,UBL,8448,336,3004,1983,18,0,-277.0,246.07072021294152,291.1935146879405,True,0.0,True,0.24
2026-02-10,PPL,29050,806,9375,5373,201,0,-507.0,-172.42946523182036,-91.4828085318295,True,0.0,True,0.1718
2026-02-11,UBL,8566,246,2335,1422,15,0,-456.0,-282.99851791380206,-252.03198974579573,True,0.0,True,0.3422
2026-02-11,PPL,28263,564,7086,3804,143,0,-511.0,1814.3151288749941,1867.6354080339952,True,0.0,True,0.2206
2026-02-12,UBL,12475,506,4197,2475,15,0,-60.0,-6349.881803627719,-6317.620733627718,True,0.0,True,0.2396
2026-02-12,PPL,68228,1243,15278,5868,220,0,-367.0,2637.1748986039893,2753.5625802789873,True,0.0,True,0.1774
2026-02-13,UBL,10246,189,2194,1274,19,316,-517.0,393.88630670297425,503.63731306797126,True,0.0,True,0.2433
2026-02-13,PPL,53471,1344,15515,6728,224,2864,-476.0,-2701.6074971310445,,True,0.0,True,0.1314
2026-02-16,UBL,16820,453,4318,2478,31,0,-281.0,3769.487577729,3834.369528791998,True,0.0,True,0.2154
2026-02-16,PPL,48916,1147,13205,6727,159,50,-515.0,-16502.229572447206,,False,515.0,True,0.173
2026-02-17,UBL,18769,499,4870,2868,32,0,-284.0,-8712.82532540294,-8574.854737282949,True,0.0,True,0.2441
2026-02-17,PPL,43108,1294,14014,7559,155,0,-528.0,-3548.5595951968426,-3536.2908868768427,True,0.0,True,0.1617
2026-02-18,UBL,17280,494,4756,2804,35,0,-180.0,-10798.783617256107,-10788.344463256115,True,0.0,True,0.2572
2026-02-18,PPL,50914,1031,12146,5492,188,7,549.0,-915.0441843399603,-891.1949007579533,True,0.0,True,0.118
2026-02-19,UBL,12136,369,3145,1794,23,757,381.0,-15363.580685108871,,False,381.0,True,0.3305
2026-02-19,PPL,32761,863,7877,3485,63,1273,,,,,,False,0.2369
2026-02-20,UBL,11636,375,3701,1941,33,0,-38.0,1349.5934876459432,1360.3236587199426,True,0.0,True,0.1883
2026-02-20,PPL,22719,640,7198,3261,150,0,-458.0,-3055.583477515058,-2990.928975987059,True,0.0,True,0.1577
2026-02-23,UBL,9513,356,2682,1514,44,0,-62.0,2269.202025810104,2333.475838610102,True,0.0,True,0.3358
2026-02-23,PPL,27335,879,8282,3948,77,0,-220.0,-1865.8667514960107,-1852.1823108360186,True,0.0,True,0.2076
2026-02-24,UBL,11578,348,3823,1887,29,0,-414.0,3271.46202526486,3903.238234124845,True,0.0,True,0.2441
2026-02-24,PPL,27078,977,10359,4476,115,49,-508.0,279.87272393000603,,True,0.0,True,0.1726
2026-02-25,UBL,20503,683,6924,3069,76,0,-88.0,-818.4401337961899,-731.7638975561931,True,0.0,True,0.1855
2026-02-25,PPL,26387,771,8990,4392,85,44,-502.0,358.0939834480232,,True,0.0,True,0.2224
2026-02-26,UBL,13736,420,4785,2397,102,0,-504.0,-6243.03633199312,-5974.815961193148,True,0.0,True,0.1541
2026-02-26,PPL,35019,1289,13757,5789,297,0,-473.0,-4383.617016652817,-4335.308178602834,True,0.0,True,0.1348
2026-02-27,UBL,10976,283,2927,1247,38,0,-502.0,244.46150316888816,1014.7799007688882,True,0.0,True,0.2279
2026-02-27,PPL,21767,616,7978,3071,130,0,-544.0,-80.51606432480912,116.46095823518408,True,0.0,True,0.2104
2026-03-02,UBL,19180,555,5451,2386,172,1585,-47.0,3511.033763778203,,True,0.0,True,0.179
2026-03-02,PPL,34480,811,8983,3502,149,3222,-433.0,1303.9525240811054,,True,0.0,True,0.1876
2026-03-03,UBL,16088,550,5028,2645,24,0,100.0,-4154.424210622965,-4117.572415934963,True,0.0,True,0.1963
2026-03-03,PPL,43788,1269,13041,5556,143,0,-547.0,-2301.348148887235,-2046.5745133772289,True,0.0,True,0.1455
2026-03-04,UBL,15540,583,5745,3064,63,0,-421.0,-9142.27753559305,-8939.32087466304,True,0.0,True,0.1539
2026-03-04,PPL,37262,1035,11375,5248,181,12,-199.0,-1452.5878970390622,-1434.4892599640662,True,0.0,True,0.1132
2026-03-05,UBL,12466,320,3722,2035,11,0,-517.0,440.3191106985905,490.5821795105585,True,0.0,True,0.2531
2026-03-05,PPL,47713,1207,13894,5232,406,0,-125.0,-2242.1568238569744,-2230.651872606977,True,0.0,True,0.1412
2026-03-06,UBL,15929,478,5151,2160,45,0,-295.0,3776.6524343278725,3946.2049550498778,True,0.0,True,0.2504
2026-03-06,PPL,32081,1026,9909,4561,128,0,270.0,678.3503510982482,721.9814654982474,True,0.0,True,0.1603
2026-03-09,UBL,15098,163,1746,644,32,8166,-421.0,2604.188743207982,,True,0.0,True,0.2928
2026-03-09,PPL,44608,1319,13031,5267,182,2982,-226.0,-6770.791457966174,,False,226.0,True,0.1049
2026-03-10,UBL,15516,412,3875,2050,37,1259,-364.0,-13272.892952454073,,False,364.0,True,0.1656
2026-03-10,PPL,32502,865,9738,4352,153,2300,-547.0,-31.990219258877914,,True,0.0,True,0.1309
2026-03-11,UBL,18405,312,4221,1976,52,0,-510.0,4982.809357558901,5222.0651235888945,True,0.0,True,0.192
2026-03-11,PPL,31354,698,9199,4317,174,0,-529.0,1632.8704048379732,1694.5624007079605,True,0.0,True,0.1504
2026-03-12,UBL,15693,322,3809,1991,14,0,-467.0,503.57585253589787,806.2192035859043,True,0.0,True,0.2381
2026-03-12,PPL,27693,722,8469,4256,135,0,-257.0,-1538.8339295970363,-1499.9298848550316,True,0.0,True,0.1338
2026-03-13,UBL,9704,318,2936,1661,18,0,204.0,-696.0796251949942,-591.2271182869881,True,0.0,True,0.1624
2026-03-13,PPL,22706,671,7229,3538,103,0,-476.0,-2525.6965919968643,-2413.137948708856,True,0.0,True,0.1431
2026-03-16,UBL,14851,411,3926,1993,32,0,-526.0,2246.3236045361264,2576.4325255361327,True,0.0,True,0.2345
2026-03-16,PPL,23465,595,6263,3345,35,0,-340.0,2944.8927395580686,2965.5658965780603,True,0.0,True,0.1867
2026-03-17,UBL,12295,433,3348,2111,8,0,-32.0,-3615.1134715639528,-3608.1247172279527,True,0.0,True,0.1609
2026-03-17,PPL,24782,781,6885,4288,48,0,506.0,-1644.8508527309314,-1585.8124226409273,True,0.0,True,0.1511
2026-03-18,UBL,12201,308,3026,1626,65,0,484.0,2732.283150820993,3022.706828585011,True,0.0,True,0.175
2026-03-18,PPL,33618,692,9263,4143,317,0,341.0,5124.479098743075,5200.17473397807,True,0.0,True,0.1805
2026-03-19,UBL,7457,135,1754,747,51,0,-546.0,-1828.944713557983,-1554.8978372580023,True,0.0,True,0.0602
2026-03-19,PPL,14800,465,6203,2515,189,0,-428.0,-1508.422160225935,-1469.200473485922,True,0.0,True,0.0565
2026-03-24,UBL,12647,475,3522,2086,18,0,28.0,1007.5286939239668,,False,28.0,True,0.2328
2026-03-24,PPL,31749,1017,10632,5074,79,0,-45.0,-2274.4638437160174,-2269.2124458660182,True,0.0,True,0.135
2026-03-25,UBL,17039,465,5050,2629,48,0,-514.0,-1668.837820038898,-1556.2059375749086,True,0.0,True,0.2099
2026-03-25,PPL,40546,1322,12843,6492,141,0,-450.0,639.7605431500415,692.466829150042,True,0.0,True,0.1528
2026-03-26,UBL,35950,342,5695,1672,67,0,-519.0,8445.591812418163,8586.719875368173,True,0.0,True,0.2419
2026-03-26,PPL,30130,556,7054,3022,58,2039,-315.0,-4587.771774373134,,False,315.0,True,0.223
2026-03-27,UBL,10822,162,4942,393,766,827,-329.0,-1257.5470452001464,-1120.4177067001438,True,0.0,True,0.0923
2026-03-27,PPL,16981,242,8216,338,1519,1370,-871.0,293.2525847549841,389.83340930298436,True,0.0,True,0.0753
2026-03-30,UBL,20925,537,5265,2665,35,0,-374.0,-231.76034250434896,-55.645915614353726,True,0.0,True,0.256
2026-03-30,PPL,53335,1249,13411,6186,201,0,-427.0,2775.0402802340977,2807.167129982103,True,0.0,True,0.1628
2026-03-31,UBL,22679,484,5335,2348,54,0,-507.0,-834.8939384910918,-573.3851636910986,True,0.0,True,0.2067
2026-03-31,PPL,39673,1040,11769,5445,135,0,-514.0,1029.5059409908717,1160.7931949128688,True,0.0,True,0.1738
2026-04-01,UBL,32864,970,9845,4339,124,1599,-280.0,-5352.217322257202,-5340.913555311185,True,0.0,True,0.1345
2026-04-01,PPL,46665,1323,14651,6361,290,1921,68.0,313.1227958530053,318.9878607930041,True,0.0,True,0.1554
2026-04-02,UBL,24451,366,4896,2467,62,0,-500.0,-1233.74339779609,-1204.9456993111235,True,0.0,True,0.1986
2026-04-02,PPL,37095,1024,11624,6226,147,0,-479.0,422.62238463488757,442.09315025489195,True,0.0,True,0.1606
2026-04-03,UBL,30364,318,14290,448,2917,953,-287.0,2156.5519514919433,2206.8605689419346,True,0.0,True,0.2247
2026-04-03,PPL,26256,523,14574,1444,2378,1227,-385.0,-2210.4990741209476,-2159.6414966509474,True,0.0,True,0.1222
2026-04-06,UBL,79817,1151,14368,4477,242,0,-319.0,3817.574780411931,3842.379147316926,True,0.0,True,0.123
2026-04-06,PPL,45994,1163,13327,6478,169,0,517.0,3219.664205336114,3277.136761081114,True,0.0,True,0.1627
2026-04-07,UBL,48808,786,10486,3921,100,0,-177.0,-2322.950376196757,-2314.1883991817595,True,0.0,True,0.1769
2026-04-07,PPL,32034,1091,11217,6106,114,34,219.0,-1702.6148392670148,,True,0.0,True,0.1529
2026-04-08,UBL,13460,0,0,0,0,9551,0.0,0.0,,True,0.0,True,0.6448
2026-04-08,PPL,34180,748,8047,2899,228,5305,-193.0,-2205.5376767249545,,False,193.0,True,0.175
2026-04-09,UBL,42062,1206,12999,5007,245,0,-260.0,-6448.504589239121,-6272.665232832136,True,0.0,True,0.1676
2026-04-09,PPL,40673,1534,15027,7728,195,0,126.0,-169.8661848401789,-167.04533388417622,True,0.0,True,0.148
2026-04-10,UBL,32868,653,10856,2210,631,1044,-534.0,-22457.685060730902,,False,534.0,True,0.0991
2026-04-10,PPL,28184,697,12152,2800,676,1387,-404.0,-1422.3451142020058,-1405.1649192619952,True,0.0,True,0.1705
2026-04-13,UBL,35761,866,9248,4272,88,0,-458.0,1120.784717661969,1364.3431980119785,True,0.0,True,0.2221
2026-04-13,PPL,40598,1013,11669,5333,299,0,-403.0,1920.340281685014,2019.730658823013,True,0.0,True,0.1852
2026-04-14,UBL,23067,708,7688,3768,92,0,-255.0,-2143.0688998739497,-2086.76260390495,True,0.0,True,0.1219
2026-04-14,PPL,28533,942,10507,5824,86,0,-287.0,285.8610230389386,326.605206203938,True,0.0,True,0.1878
2026-04-15,UBL,55873,1179,14281,4588,278,0,-358.0,-2045.875650584494,-1985.4110610944917,True,0.0,True,0.1579
2026-04-15,PPL,34608,1101,11427,5373,144,0,-486.0,1003.2458352128597,1035.9101625128678,True,0.0,True,0.1736
2026-04-16,UBL,38675,769,9019,3759,97,0,-499.0,-1571.0869678801391,-1458.9321769801318,True,0.0,True,0.1739
2026-04-16,PPL,40487,1095,12465,5624,135,0,-469.0,-1257.1936256779009,-1166.7932462799072,True,0.0,True,0.2107
2026-04-17,UBL,24466,356,9123,779,1302,908,-320.0,-4923.786402775164,-4861.352165076183,True,0.0,True,0.1392
2026-04-17,PPL,26904,540,11965,1281,1375,1253,-494.0,-5048.534356814023,-5017.099921574016,True,0.0,True,0.1618
2026-04-20,UBL,58212,1257,15584,5524,528,0,-366.0,-4957.532300834748,-4943.809445594758,True,0.0,True,0.1678
2026-04-20,PPL,56886,1444,16657,6546,705,0,-514.0,158.96796755117248,204.5010893111612,True,0.0,True,0.1583
2026-04-21,UBL,49503,1232,14124,4793,320,0,-516.0,-8154.386483278504,-8101.609360278497,True,0.0,True,0.1685
2026-04-21,PPL,38343,1231,12025,5962,156,0,-461.0,-1314.7061351467419,-1285.3428865877358,True,0.0,True,0.1926
2026-04-22,UBL,47217,1107,12949,5195,147,0,-595.0,3018.320298566221,3197.97688336618,True,0.0,True,0.2033
2026-04-22,PPL,32040,983,10350,5265,101,0,-477.0,1128.7243251817854,1142.181868941785,True,0.0,True,0.2255
2026-04-23,UBL,40108,936,10191,4141,86,0,-295.0,3391.041925329817,3509.5645266798238,True,0.0,True,0.2102
2026-04-23,PPL,24305,559,6452,3367,109,0,-469.0,998.4334907641605,1053.638463034149,True,0.0,True,0.2251
2026-04-24,UBL,29651,549,11061,2052,1351,852,-335.0,-4075.148679127946,-3846.531362877955,True,0.0,True,0.2032
2026-04-24,PPL,26013,672,11776,2259,1249,1155,-128.0,-1757.8373339929421,-1740.7927489049434,True,0.0,True,0.1919
2026-04-27,UBL,23711,539,5744,2869,24,17,-527.0,380.44055782517535,423.51368018516223,True,0.0,True,0.1812
2026-04-27,PPL,25042,676,7321,4293,79,0,-527.0,201.15055216189648,236.89809521190182,True,0.0,True,0.2115
2026-04-28,UBL,31926,733,8306,3308,139,0,-478.0,-2359.78657039025,-2159.4833770072437,True,0.0,True,0.1389
2026-04-28,PPL,22107,559,6834,3674,39,0,-261.0,142.43673933490936,170.76486994991137,True,0.0,True,0.1979
2026-04-29,UBL,23999,461,5394,2233,91,0,-549.0,4519.433257563098,4549.796737428143,True,0.0,True,0.2795
2026-04-29,PPL,36118,721,8931,3673,168,0,-476.0,1515.4286193438456,1566.3047635998373,True,0.0,True,0.237
2026-04-30,UBL,34336,943,9971,4352,213,0,-453.0,-4673.185498394014,-4357.60185524702,True,0.0,True,0.1732
2026-04-30,PPL,46977,1011,13000,5249,339,0,-429.0,2263.521506534904,2272.5368329978955,True,0.0,True,0.1773
2026-05-04,UBL,20837,506,5366,2350,60,0,-310.0,2826.0712580589607,2982.617635708957,True,0.0,True,0.2376
2026-05-04,PPL,35929,992,11650,5504,138,0,-196.0,-198.5441703160177,-107.14756123601546,True,0.0,True,0.2042
2026-05-05,UBL,23097,468,5522,2660,97,0,-426.0,-451.3239358138235,-387.4606898158381,True,0.0,True,0.2027
2026-05-05,PPL,33797,839,9993,4710,176,0,256.0,1755.1119277431862,1785.038263743183,True,0.0,True,0.1743
2026-05-06,UBL,30475,595,6677,2828,140,0,510.0,-1012.7255553622381,-721.1457854672626,True,0.0,True,0.2019
2026-05-06,PPL,54959,1156,12534,5792,167,52,,,,,,False,0.2082
2026-05-07,UBL,28477,651,7593,3714,137,0,530.0,4391.601496841875,4450.55076695286,True,0.0,True,0.2354
2026-05-07,PPL,42127,1254,13460,7134,135,2600,-511.0,-2747.7074936698336,,True,0.0,True,0.1898
2026-05-08,UBL,21396,516,8062,2485,47,934,-504.0,-21506.18365440404,,False,504.0,True,0.1562
2026-05-08,PPL,31282,897,10151,4474,198,1169,-421.0,-1241.5991745601932,-1143.1155900341982,True,0.0,True,0.1461
2026-05-11,UBL,21790,440,4935,2475,28,0,-385.0,1436.6663795986387,1458.4067520986428,True,0.0,True,0.2165
2026-05-11,PPL,27130,746,6603,3684,86,0,325.0,-906.0509800380823,-885.5572990380751,True,0.0,True,0.153
2026-05-12,UBL,25430,479,5442,2922,46,0,-533.0,65.59057308806223,116.8222806910344,True,0.0,True,0.2469
2026-05-12,PPL,30965,767,8243,4610,85,0,489.0,-2023.326174652073,-1894.7476799290744,True,0.0,True,0.2079
2026-05-13,UBL,25009,517,5275,2773,55,0,-506.0,508.7419137679681,650.7718127679545,True,0.0,True,0.1522
2026-05-13,PPL,21474,636,5373,3175,60,31,45.0,136.52250396708405,146.32669896708467,True,0.0,True,0.1862
2026-05-14,UBL,30158,463,5722,2289,27,8,-525.0,5542.420891744085,5568.581132494088,True,0.0,True,0.2863
2026-05-14,PPL,18720,452,4414,2657,25,0,-511.0,-543.4983317660372,-434.7851753330324,True,0.0,True,0.2514
2026-05-15,UBL,33967,541,6122,2529,95,1115,-154.0,-3240.8513594661854,-3201.6310221561944,True,0.0,True,0.1769
2026-05-15,PPL,29850,751,8814,4786,67,1100,-66.0,311.04966884783244,315.51684716783166,True,0.0,True,0.1502
2026-05-18,UBL,22259,361,5059,2439,29,0,-527.0,169.30451160180382,383.68242952181026,True,0.0,True,0.2898
2026-05-18,PPL,27273,823,8768,4375,40,0,-543.0,2353.1639936999272,2525.2911872699333,True,0.0,True,0.2315
2026-05-19,UBL,15981,479,5182,2555,74,0,-287.0,1099.9484982838767,1200.3217780178675,True,0.0,True,0.1573
2026-05-19,PPL,21097,776,8086,4416,284,0,-423.0,313.0231772040861,362.6492537940794,True,0.0,True,0.1511
2026-05-20,UBL,14761,331,3242,1865,5,0,-279.0,-3599.3356211839127,-3575.5404198439064,True,0.0,True,0.2294
2026-05-20,PPL,19323,659,6965,4242,32,7,-385.0,917.0382133968669,,True,0.0,True,0.2177
2026-05-21,UBL,28028,480,7073,2763,40,0,144.0,113.14894008623378,188.99408237422904,True,0.0,True,0.2603
2026-05-21,PPL,26990,610,7447,4011,104,0,437.0,-32.56330989293929,29.99864798206545,True,0.0,True,0.2118
2026-05-22,UBL,20564,549,5409,2769,60,945,-137.0,-1173.6841493769243,-1104.3086097769192,True,0.0,True,0.1688
2026-05-22,PPL,23459,515,5248,2702,53,934,36.0,-487.6001587780602,,False,36.0,True,0.1916
2026-05-25,UBL,22935,569,5861,2729,45,0,-75.0,551.5017983760699,559.9885442160703,True,0.0,True,0.1966
2026-05-25,PPL,30422,958,10150,4776,170,0,-486.0,645.4256462658377,666.6820007958449,True,0.0,True,0.1844
2026-05-29,UBL,26972,676,8265,2984,254,859,-403.0,-3282.884388960956,-3143.142038121936,True,0.0,True,0.1857
2026-05-29,PPL,28118,809,8723,3439,248,904,-462.0,-239.50603936307016,-218.74568736506626,True,0.0,True,0.1866
2026-06-01,UBL,22999,617,6725,3166,96,0,-537.0,-478.17267204404925,-359.2273975840362,True,0.0,True,0.1768
2026-06-01,PPL,33593,633,7615,3209,76,0,-378.0,2681.4290136710624,2710.3551374810777,True,0.0,True,0.2313
2026-06-02,UBL,18184,440,4980,2649,34,0,258.0,-509.27595020394074,-440.496606371933,True,0.0,True,0.2388
2026-06-02,PPL,23149,824,7406,4156,69,0,-516.0,-1843.9669811301574,-1818.415211050131,True,0.0,True,0.1998
2026-06-03,UBL,12535,370,3453,1931,40,0,-525.0,-1990.6195369920752,-1892.3695534920844,True,0.0,True,0.2419
2026-06-03,PPL,22008,599,6302,3551,74,0,-522.0,-324.6550193799485,-294.5376160299493,True,0.0,True,0.1903
2026-06-04,UBL,12369,318,2982,1682,30,0,-191.0,-302.2890653771901,-256.16234878319665,True,0.0,True,0.2644
2026-06-04,PPL,22031,710,7863,4154,69,0,-77.0,-851.505660633884,-848.183653483884,True,0.0,True,0.2182
2026-06-05,UBL,22112,226,3294,1333,33,970,-265.0,1121.0536498619476,1130.6455297069479,True,0.0,True,0.2871
2026-06-05,PPL,21121,387,5455,2293,85,1051,-498.0,503.78844046316226,,True,0.0,True,0.2058
2026-06-08,UBL,17392,436,4413,1927,49,0,-534.0,-912.585041274695,-890.8640786346805,True,0.0,True,0.2108
2026-06-08,PPL,24634,656,7890,3989,77,2,-563.0,149.4859891498054,236.788093526804,True,0.0,True,0.183
2026-06-09,UBL,11895,207,5188,1265,4,23,367.0,-19.586649554985343,,True,0.0,True,0.2401
2026-06-09,PPL,17188,450,4885,2548,56,23,-544.0,-11047.344109697078,,False,544.0,True,0.2344
2026-06-10,UBL,17134,428,4652,2343,18,0,-542.0,-2686.790872382844,-2615.8718525828444,True,0.0,True,0.2756
2026-06-10,PPL,16529,347,4536,2321,47,33,-532.0,-11801.975118300004,,False,532.0,True,0.2876
2026-06-11,UBL,15552,322,3202,1665,12,0,-416.0,-2913.6419117038313,-2817.528793303849,True,0.0,True,0.2171
2026-06-11,PPL,18557,409,5074,2441,248,87,-502.0,-11286.993923200032,,False,502.0,True,0.269
2026-06-12,UBL,17685,446,4343,2039,56,750,-121.0,-2997.750484741053,-2978.8093347110553,True,0.0,True,0.2069
2026-06-12,PPL,22322,627,7099,3224,108,911,-207.0,-2191.2872062999886,-2167.972930228985,True,0.0,True,0.1581
2026-06-15,UBL,34812,589,7726,2938,165,0,422.0,479.60964026200236,681.4335034620017,True,0.0,True,0.2866
2026-06-15,PPL,32885,918,10812,4416,328,0,-306.0,-1241.5307399359008,-1191.6235007179057,True,0.0,True,0.1971
2026-06-16,UBL,40613,722,8875,3575,140,0,-575.0,1920.2957941433997,1992.3736098684021,True,0.0,True,0.2453
2026-06-16,PPL,40568,1087,11948,4928,199,42,247.0,767.005593352078,,True,0.0,True,0.2263
2026-06-17,UBL,30107,699,8625,3158,178,0,-511.0,501.00752244191244,521.2509662919038,True,0.0,True,0.217
2026-06-17,PPL,42405,1136,14745,5292,687,0,459.0,30.415792618106934,85.02097263408359,True,0.0,True,0.22
2026-06-18,UBL,19074,514,5754,2503,52,0,-475.0,-233.15141504997155,-21.07796607495402,True,0.0,True,0.1955
2026-06-18,PPL,33978,1003,11854,4483,300,0,-210.0,-596.0624781988881,-558.2893867108869,True,0.0,True,0.2229
2026-06-19,UBL,30011,681,8110,2633,313,1063,315.0,-449.9420041957346,-283.22330869574216,True,0.0,True,0.2121
2026-06-19,PPL,42590,1028,14575,4414,447,1008,-213.0,-2489.372221596066,-2453.4038573160724,True,0.0,True,0.216
2026-06-22,UBL,18115,473,5715,2521,76,0,-455.0,1942.4728629049787,1969.2602212300117,True,0.0,True,0.2475
2026-06-22,PPL,26228,680,8526,3996,157,0,-152.0,931.2655270181858,963.7682498741851,True,0.0,True,0.1595
2026-06-23,UBL,15843,293,3717,1638,118,0,-508.0,3257.983742079872,3461.10829854192,True,0.0,True,0.2814
2026-06-23,PPL,19484,645,7203,2967,188,0,-508.0,-101.07680654106662,-52.27230183107895,True,0.0,True,0.2265
2026-06-24,UBL,25630,560,7008,2868,117,0,-407.0,-5703.289209326846,-5483.894496855879,True,0.0,True,0.2335
2026-06-24,PPL,21696,614,7811,3634,90,54,,,,,,False,0.2104
2026-06-29,UBL,34955,665,8801,3425,159,0,-467.0,-3519.1183948780817,-3327.9187411780877,True,0.0,True,0.1635
2026-06-29,PPL,22976,534,6858,3181,81,19,-378.0,1045.0926645551372,,True,0.0,True,0.2158
2026-06-30,UBL,18264,468,5594,2718,67,0,343.0,-1564.8539933222637,-1484.3382865122985,True,0.0,True,0.1865
2026-06-30,PPL,25685,503,7832,3217,268,72,-527.0,-13095.182037784907,,False,527.0,True,0.1816
