date,symbol,n_events,n_fills,n_orders_sent,n_cancels,rejected_crossing,halted_requotes,pos_at_close,net_pnl,equity_mid_mark,liquidation_clean,unfilled_sh,eod_fired,rest_oid_resolved_frac
2026-01-22,PPL,28696,300,7561,4768,74,10,60.0,2732.643846375033,2748.6263625750344,True,0.0,True,0.1822
2026-01-23,UBL,14540,446,3552,1751,91,505,-130.0,727.1980898261609,738.5819233261573,True,0.0,True,0.2379
2026-01-23,PPL,27446,452,7729,4883,65,755,-495.0,491.31722741710837,521.5787554171111,True,0.0,True,0.155
2026-01-26,UBL,10288,550,2369,1458,48,0,85.0,-145.5122167001973,-121.90559986019798,True,0.0,True,0.269
2026-01-26,PPL,28471,710,7601,4638,94,0,-418.0,1912.8099918547523,2073.217490448762,True,0.0,True,0.2328
2026-01-27,UBL,13592,708,3182,2041,56,0,-283.0,162.95061944276677,278.3033438427665,True,0.0,True,0.2349
2026-01-27,PPL,28487,637,8309,5556,67,0,-505.0,249.40526814598707,338.4857763569744,True,0.0,True,0.1746
2026-01-28,UBL,15951,723,3458,2092,28,0,-127.0,-3511.5506709686597,-3456.5267170086663,True,0.0,True,0.2355
2026-01-28,PPL,39294,519,10402,6774,76,0,-232.0,268.97233948895155,293.76442765696265,True,0.0,True,0.1993
2026-01-29,UBL,14292,1024,3868,2442,34,0,-453.0,-3364.7127249310142,-3291.192636931024,True,0.0,True,0.2271
2026-01-29,PPL,41973,1261,13339,7957,130,0,-574.0,2597.8743533333763,2667.396578973363,True,0.0,True,0.1572
2026-01-30,UBL,11813,791,2988,1865,68,345,-222.0,-1745.6098378573224,-1628.4466294573213,True,0.0,True,0.1923
2026-01-30,PPL,35691,997,9956,5880,213,992,-357.0,-1262.0182433677837,-1086.2385308377707,True,0.0,True,0.1447
2026-02-02,UBL,13375,1030,3571,2151,75,0,249.0,-4290.881010905345,-4221.553771055333,True,0.0,True,0.2413
2026-02-02,PPL,30432,740,8117,5682,54,10,118.0,1588.73350200172,,True,0.0,True,0.1734
2026-02-03,UBL,13342,614,2953,1865,29,0,501.0,-789.4923949060903,-672.4075075360888,True,0.0,True,0.3181
2026-02-03,PPL,31748,392,8500,5644,40,14,496.0,949.431280624005,,True,0.0,True,0.2216
2026-02-04,UBL,12522,603,3185,2033,35,0,-358.0,2187.3910886587983,2364.298429730814,True,0.0,True,0.3065
2026-02-04,PPL,23211,410,5829,4030,27,0,-433.0,1400.056609761872,1428.810222870874,True,0.0,True,0.1907
2026-02-06,UBL,17130,1177,6439,2424,87,448,-378.0,-6902.9498102560465,-6735.294929716067,True,0.0,True,0.174
2026-02-06,PPL,66596,1081,18483,8491,436,1717,103.0,-1457.3448833121838,,True,0.0,True,0.1378
2026-02-09,UBL,13352,849,3318,2044,47,11,-448.0,-27573.90456835681,,False,448.0,True,0.238
2026-02-09,PPL,63802,1253,17549,11583,212,34,-298.0,-5840.367172395039,,False,298.0,True,0.181
