date,symbol,n_events,n_fills,n_orders_sent,n_cancels,rejected_crossing,halted_requotes,pos_at_close,net_pnl,equity_mid_mark,liquidation_clean,unfilled_sh,eod_fired,rest_oid_resolved_frac
2026-02-10,UBL,8448,692,2541,1680,38,0,539.0,-1363.3655668230494,-1275.5739205730497,True,0.0,True,0.24
2026-02-10,PPL,29050,704,7928,5193,78,0,-347.0,3231.904304758922,3287.305665458931,True,0.0,True,0.1718
2026-02-11,UBL,8566,664,2209,1539,18,0,-524.0,-236.6625031857693,-201.07815941379522,True,0.0,True,0.3422
2026-02-11,PPL,28263,411,7147,5203,217,0,505.0,540.0209020760667,625.485893870049,True,0.0,True,0.2206
2026-02-12,UBL,12475,1427,4369,2582,102,0,458.0,-9377.761658058764,-9131.537743658759,True,0.0,True,0.2396
2026-02-12,PPL,68228,878,19252,11026,148,0,-141.0,-1958.5740559140977,-1932.0130328640953,True,0.0,True,0.1774
2026-02-13,UBL,10246,698,2494,1510,55,316,-533.0,694.9497427040769,808.0972985890985,True,0.0,True,0.2433
2026-02-13,PPL,53471,737,15225,8698,138,2864,-363.0,915.687382678836,,True,0.0,True,0.1314
2026-02-16,UBL,16820,1664,5060,2993,144,0,-375.0,-11591.820538475527,-11505.234304850514,True,0.0,True,0.2154
2026-02-16,PPL,48916,1142,13538,8715,163,50,-263.0,-6625.006857485045,,False,263.0,True,0.173
2026-02-17,UBL,18769,1835,5641,3264,105,0,-493.0,-16677.702883736492,-16438.19760224651,True,0.0,True,0.2441
2026-02-17,PPL,43108,1166,12486,8252,179,0,-532.0,3837.3136534339865,3849.675306513993,True,0.0,True,0.1617
2026-02-18,UBL,17280,1410,4962,2785,69,0,-518.0,-13090.47677926108,-13060.435213861085,True,0.0,True,0.2572
2026-02-18,PPL,50914,552,13720,9135,104,7,-27.0,4192.229610314015,4193.402630795014,True,0.0,True,0.118
2026-02-19,UBL,12136,916,3010,1719,44,757,-325.0,-14762.086759490834,,True,0.0,True,0.3305
2026-02-19,PPL,32761,941,8365,4755,258,1273,,,,,,False,0.2369
2026-02-20,UBL,11636,961,3367,1747,111,0,-341.0,315.24609229827183,411.5352590412658,True,0.0,True,0.1883
2026-02-20,PPL,22719,587,6726,3443,130,0,-542.0,1245.9859859391872,1323.4816514671838,True,0.0,True,0.1577
2026-02-23,UBL,9513,1085,2759,1564,93,0,267.0,-2416.394907366179,-2139.6443343661813,True,0.0,True,0.3358
2026-02-23,PPL,27335,706,8287,4705,162,0,174.0,5683.625981706988,5694.44791344698,True,0.0,True,0.2076
2026-02-24,UBL,11578,1060,3942,1874,81,0,-505.0,-3325.617870707065,-2554.9729782570794,True,0.0,True,0.2441
2026-02-24,PPL,27078,947,9722,4827,167,49,-304.0,7239.761850570081,,True,0.0,True,0.1726
2026-02-25,UBL,20503,1873,7274,3428,194,0,319.0,-8831.845448008273,-8517.691185608273,True,0.0,True,0.1855
2026-02-25,PPL,26387,735,8488,4970,80,44,411.0,-8837.114285303003,,False,411.0,True,0.2224
2026-02-26,UBL,13736,1057,4670,2240,157,0,-511.0,-12279.749041536124,-12007.747827936138,True,0.0,True,0.1541
2026-02-26,PPL,35019,1282,13283,5945,295,0,-475.0,191.67757141013863,240.19067516012,True,0.0,True,0.1348
2026-02-27,UBL,10976,900,3889,1306,199,0,-522.0,-2286.7488412492094,-1485.7404676492151,True,0.0,True,0.2279
2026-02-27,PPL,21767,669,7952,3066,221,0,-434.0,4434.8774895690585,4592.02459947906,True,0.0,True,0.2104
2026-03-02,UBL,19180,1734,6194,2293,383,1585,-197.0,2069.354654125258,,True,0.0,True,0.179
2026-03-02,PPL,34480,1455,10556,4498,202,3222,510.0,2270.9538766828628,,False,510.0,True,0.1876
2026-03-03,UBL,16088,1379,5421,2596,139,0,-394.0,-12157.099042089918,-12140.178790889913,True,0.0,True,0.1963
2026-03-03,PPL,43788,2206,15848,7316,351,0,-498.0,2.6816428470192477,234.6327771870274,True,0.0,True,0.1455
2026-03-04,UBL,15540,1439,5130,2645,165,0,-438.0,-8036.172449105856,-7825.02038856587,True,0.0,True,0.1539
2026-03-04,PPL,37262,876,11713,6851,115,12,-241.0,3647.644609591858,3669.563059516855,True,0.0,True,0.1132
2026-03-05,UBL,12466,757,3146,1786,23,0,-348.0,-1925.822797391942,-1891.9900160639081,True,0.0,True,0.2531
2026-03-05,PPL,47713,750,15306,7629,157,0,83.0,-309.07322693306196,-301.43490666805883,True,0.0,True,0.1412
2026-03-06,UBL,15929,1233,4535,2387,119,0,-154.0,-2318.861091032908,-2240.1430445489023,True,0.0,True,0.2504
2026-03-06,PPL,32081,702,9463,5353,72,0,-131.0,1731.6348929599953,1752.8070151029897,True,0.0,True,0.1603
2026-03-09,UBL,15098,605,2503,888,99,8166,-371.0,2362.627234225947,,True,0.0,True,0.2928
2026-03-09,PPL,44608,1901,13524,6781,384,2982,-517.0,-11279.143409741082,,False,517.0,True,0.1049
2026-03-10,UBL,15516,1057,4392,2133,84,1259,-526.0,-26809.143108132295,,False,526.0,True,0.1656
2026-03-10,PPL,32502,570,8608,4810,49,2300,407.0,-9040.176891899944,,False,407.0,True,0.1309
2026-03-11,UBL,18405,1063,5097,2371,89,0,395.0,4680.7913808338635,4869.020079533861,True,0.0,True,0.192
2026-03-11,PPL,31354,842,10140,5269,217,0,421.0,1890.4992179618275,1939.589708251835,True,0.0,True,0.1504
2026-03-12,UBL,15693,1157,4176,2419,62,0,-538.0,-2734.8466574933846,-2342.1281958133914,True,0.0,True,0.2381
2026-03-12,PPL,27693,749,8181,4848,181,0,270.0,314.1068480770191,354.9731373670147,True,0.0,True,0.1338
2026-03-13,UBL,9704,818,2997,1666,78,0,440.0,-2707.274113775027,-2481.1216478950228,True,0.0,True,0.1624
2026-03-13,PPL,22706,640,7239,4079,65,0,-180.0,1617.6877498868125,1660.2519427268126,True,0.0,True,0.1431
2026-03-16,UBL,14851,1104,4233,2408,73,0,-517.0,-6840.177447196213,-6515.716777696187,True,0.0,True,0.2345
2026-03-16,PPL,23465,974,6536,3874,148,0,-514.0,3534.222127295783,3565.4750764377677,True,0.0,True,0.1867
2026-03-17,UBL,12295,831,2993,1988,50,0,-451.0,-2930.0923069638957,-2831.5945505409327,True,0.0,True,0.1609
2026-03-17,PPL,24782,691,6151,4564,41,0,-457.0,-701.8179025630234,-653.3308135720144,True,0.0,True,0.1511
2026-03-18,UBL,12201,872,3741,1926,236,0,295.0,772.5936806592363,898.582077385232,True,0.0,True,0.175
2026-03-18,PPL,33618,570,9590,5829,131,0,419.0,-859.3796141629282,-766.3694347979326,True,0.0,True,0.1805
2026-03-19,UBL,7457,381,3153,904,227,0,-520.0,-2320.0542268019635,-2059.104824501992,True,0.0,True,0.0602
2026-03-19,PPL,14800,278,7268,2635,324,0,-133.0,1069.5559337891136,1081.7439813041165,True,0.0,True,0.0565
2026-03-24,UBL,12647,956,3652,2136,91,0,-24.0,2884.5640962572306,,False,24.0,True,0.2328
2026-03-24,PPL,31749,531,9988,5899,111,0,247.0,3520.862431230147,3549.6829321601617,True,0.0,True,0.135
2026-03-25,UBL,17039,741,4831,3169,36,0,-449.0,1532.2967965467542,1630.6853475707467,True,0.0,True,0.2099
2026-03-25,PPL,40546,504,11593,6928,110,0,-520.0,3244.671899777066,3305.5769413770613,True,0.0,True,0.1528
2026-03-26,UBL,35950,1532,8636,3836,535,0,-521.0,-126.61271474900423,15.059194300993113,True,0.0,True,0.2419
2026-03-26,PPL,30130,204,7077,4323,45,2039,6.0,-2706.030697260034,,True,0.0,True,0.223
2026-03-27,UBL,10822,255,10735,392,2528,827,-281.0,-3153.743892723869,-3036.6212662238686,True,0.0,True,0.0923
2026-03-27,PPL,16981,279,16608,721,2185,1370,125.0,904.0629363719781,917.9217144969771,True,0.0,True,0.0753
2026-03-30,UBL,20925,1624,5867,2983,125,0,-156.0,1200.8857448959898,1252.4852513059886,True,0.0,True,0.256
2026-03-30,PPL,53335,1276,17616,9761,254,0,-399.0,3323.1261989521445,3353.1463700281456,True,0.0,True,0.1628
2026-03-31,UBL,22679,1117,5453,2773,149,0,-261.0,-6665.518172120064,-6530.895311720058,True,0.0,True,0.2067
2026-03-31,PPL,39673,511,11648,7146,66,0,-412.0,519.4122786968219,624.6464199728216,True,0.0,True,0.1738
2026-04-01,UBL,32864,1761,9805,4434,236,1599,420.0,-970.3398043077323,-956.6547343077254,True,0.0,True,0.1345
2026-04-01,PPL,46665,973,14567,7518,212,1921,-293.0,3054.5993683521083,3079.8740854211137,True,0.0,True,0.1554
2026-04-02,UBL,24451,924,5654,3198,160,0,-484.0,-419.9147498141974,-392.1009825292276,True,0.0,True,0.1986
2026-04-02,PPL,37095,386,9636,6156,117,0,477.0,1425.7735778469068,1464.8096659568982,True,0.0,True,0.1606
2026-04-03,UBL,30364,456,29545,903,6620,953,339.0,-777.1267531819758,-717.7108876219718,True,0.0,True,0.2247
2026-04-03,PPL,26256,336,22444,1275,2575,1227,22.0,-3789.5931224079914,-3786.827362069992,True,0.0,True,0.1222
2026-04-06,UBL,79817,2800,20834,8902,504,0,-137.0,-3634.9111468749834,-3624.4581897699827,True,0.0,True,0.123
2026-04-06,PPL,45994,659,13378,8584,88,0,-421.0,2435.3131939801096,2482.1200783881213,True,0.0,True,0.1627
2026-04-07,UBL,48808,1245,12294,6180,895,0,-466.0,-7690.669477494783,-7667.601221624791,True,0.0,True,0.1769
2026-04-07,PPL,32034,377,9152,6174,48,34,308.0,3203.082604593932,,True,0.0,True,0.1529
2026-04-08,UBL,13460,0,0,0,0,9551,0.0,0.0,,True,0.0,True,0.6448
2026-04-08,PPL,34180,705,9005,3954,103,5305,-192.0,-1201.1560154689942,,False,192.0,True,0.175
2026-04-09,UBL,42062,2514,13579,5194,621,0,-55.0,-4174.605680822764,-4151.3524772227665,True,0.0,True,0.1676
2026-04-09,PPL,40673,991,12520,7366,227,0,-264.0,4929.75782588889,4935.668385400888,True,0.0,True,0.148
2026-04-10,UBL,32868,948,19478,2931,2402,1044,-538.0,-20923.403668170096,,False,538.0,True,0.0991
2026-04-10,PPL,28184,331,15331,2971,840,1387,-419.0,836.0210185878677,853.8390920528764,True,0.0,True,0.1705
2026-04-13,UBL,35761,1535,9872,4805,254,0,-465.0,-1363.7645452799625,-1116.4835554049641,True,0.0,True,0.2221
2026-04-13,PPL,40598,678,10732,6167,79,0,449.0,-1307.9365946249745,-1192.237845274969,True,0.0,True,0.1852
2026-04-14,UBL,23067,862,6498,3556,142,0,-433.0,773.206081626704,869.1514651296893,True,0.0,True,0.1219
2026-04-14,PPL,28533,283,6944,4736,18,0,-162.0,1543.501447700066,1566.4999064900694,True,0.0,True,0.1878
2026-04-15,UBL,55873,1896,16712,6953,655,0,194.0,-3473.3212915211334,-3449.283687183124,True,0.0,True,0.1579
2026-04-15,PPL,34608,419,9181,5706,76,0,303.0,-260.6734794619988,-240.31103712201002,True,0.0,True,0.1736
2026-04-16,UBL,38675,1163,9299,4934,182,0,-529.0,469.9817126611597,588.8792765611724,True,0.0,True,0.1739
2026-04-16,PPL,40487,411,11827,7096,322,0,-296.0,2908.375654306976,2965.430051538977,True,0.0,True,0.2107
2026-04-17,UBL,24466,605,25245,1059,4446,908,72.0,-1978.3698981231792,-1967.444529779179,True,0.0,True,0.1392
2026-04-17,PPL,26904,327,24711,1158,3025,1253,-337.0,-1139.7853930450074,-1118.3412540249992,True,0.0,True,0.1618
2026-04-20,UBL,58212,2888,20419,7040,1277,0,-184.0,-6014.410977843945,-6007.512056083942,True,0.0,True,0.1678
2026-04-20,PPL,56886,1314,19488,9591,1233,0,-430.0,3348.4979172699095,3386.5898284699215,True,0.0,True,0.1583
2026-04-21,UBL,49503,2511,15359,6171,478,0,-529.0,-16638.458675630798,-16583.092108630808,True,0.0,True,0.1685
2026-04-21,PPL,38343,712,11315,6823,84,0,171.0,2771.888736236084,2832.0692108960866,True,0.0,True,0.1926
2026-04-22,UBL,47217,2085,13585,6239,296,0,-101.0,-667.699824707066,-663.3467045070647,True,0.0,True,0.2033
2026-04-22,PPL,32040,501,8798,5129,65,0,490.0,778.637756797063,792.4613065370504,True,0.0,True,0.2255
2026-04-23,UBL,40108,1902,11181,5704,242,0,143.0,-2972.137154832286,-2914.6920482563,True,0.0,True,0.2102
2026-04-23,PPL,24305,244,6347,4301,19,0,413.0,-557.2603151710209,-508.65339940100966,True,0.0,True,0.2251
2026-04-24,UBL,29651,1097,18136,2654,2278,852,-325.0,-1979.8461057059176,-1758.05318695592,True,0.0,True,0.2032
2026-04-24,PPL,26013,366,15517,2822,1466,1155,300.0,2959.8295281411556,2999.7724131411524,True,0.0,True,0.1919
2026-04-27,UBL,23711,908,6289,3466,82,17,393.0,-192.93963888997678,-155.72214552995865,True,0.0,True,0.1812
2026-04-27,PPL,25042,487,6278,4292,37,0,330.0,728.0067057151609,750.3887511151552,True,0.0,True,0.2115
2026-04-28,UBL,31926,1030,8336,4248,126,0,150.0,2889.5850646855033,2897.241353735495,True,0.0,True,0.1389
2026-04-28,PPL,22107,309,5353,3576,14,0,464.0,1898.9653420419636,1938.7373921749531,True,0.0,True,0.1979
2026-04-29,UBL,23999,1047,6802,3008,196,0,-222.0,1203.2014789523528,1215.4796074223705,True,0.0,True,0.2795
2026-04-29,PPL,36118,764,10325,5503,74,0,85.0,1830.9584162628562,1843.2920006878558,True,0.0,True,0.237
2026-04-30,UBL,34336,2461,12505,4920,408,0,-357.0,-8089.205055746279,-7894.069260567252,True,0.0,True,0.1732
2026-04-30,PPL,46977,1420,16605,7886,254,0,-141.0,4416.767201978149,4419.7302813051465,True,0.0,True,0.1773
2026-05-04,UBL,20837,1018,5519,2597,166,0,118.0,-2866.754141013138,-2807.1742300131373,True,0.0,True,0.2376
2026-05-04,PPL,35929,718,10679,5628,93,0,441.0,-3707.5668754351354,-3501.9553441351454,True,0.0,True,0.2042
2026-05-05,UBL,23097,882,6070,3412,300,0,-396.0,2855.1185283119266,2914.484362619958,True,0.0,True,0.2027
2026-05-05,PPL,33797,567,9311,5438,130,0,-373.0,-3834.001774650911,-3790.3923714809207,True,0.0,True,0.1743
2026-05-06,UBL,30475,1414,7462,3969,117,0,339.0,-2427.0366852162406,-2243.5649168062373,True,0.0,True,0.2019
2026-05-06,PPL,54959,768,15148,9917,208,52,,,,,,False,0.2082
2026-05-07,UBL,28477,1174,6900,3962,92,0,353.0,4985.907587002701,5021.353133313707,True,0.0,True,0.2354
2026-05-07,PPL,42127,968,12233,7766,104,2600,253.0,-814.5462928000634,,False,253.0,True,0.1898
2026-05-08,UBL,21396,788,8713,2792,141,934,-500.0,-18403.719298256823,,False,500.0,True,0.1562
2026-05-08,PPL,31282,333,10137,5237,82,1169,356.0,2201.5036542689922,2261.5566346870037,True,0.0,True,0.1461
2026-05-11,UBL,21790,906,4977,2979,90,0,-48.0,-202.25093556235151,-199.54044756235453,True,0.0,True,0.2165
2026-05-11,PPL,27130,332,6324,4603,47,0,-51.0,1002.8922640670098,1006.1085521900095,True,0.0,True,0.153
2026-05-12,UBL,25430,1124,5498,3425,68,0,147.0,509.0783737352249,557.181923173237,True,0.0,True,0.2469
2026-05-12,PPL,30965,269,7455,5120,43,0,159.0,-654.9445982419711,-613.1368668289797,True,0.0,True,0.2079
2026-05-13,UBL,25009,1172,5290,3399,50,0,-388.0,2815.9411308391427,2924.849432839139,True,0.0,True,0.1522
2026-05-13,PPL,21474,574,4724,3225,32,31,263.0,2048.399509207702,2105.6995822077006,True,0.0,True,0.1862
2026-05-14,UBL,30158,1070,6419,3562,76,8,-394.0,5299.1316744859505,5318.764312305924,True,0.0,True,0.2863
2026-05-14,PPL,18720,339,4106,2805,58,0,-17.0,3026.6466075740386,3030.263287925038,True,0.0,True,0.2514
2026-05-15,UBL,33967,957,7756,4137,131,1115,-67.0,2550.9558875378425,2568.019281042838,True,0.0,True,0.1769
2026-05-15,PPL,29850,588,7960,5177,26,1100,-498.0,921.9452891348483,955.6521800948394,True,0.0,True,0.1502
2026-05-18,UBL,22259,950,5072,2831,36,0,-467.0,1714.7175527092768,1893.757477029285,True,0.0,True,0.2898
2026-05-18,PPL,27273,590,7256,4743,20,0,450.0,435.44709488104854,578.0729613810399,True,0.0,True,0.2315
2026-05-19,UBL,15981,469,4684,2705,109,0,-19.0,331.76220160515095,338.40712256315055,True,0.0,True,0.1573
2026-05-19,PPL,21097,246,5821,3784,43,0,-502.0,-28.99014903490024,29.904154625095543,True,0.0,True,0.1511
2026-05-20,UBL,14761,511,3302,2339,31,0,-288.0,-1732.2423833911162,-1707.679594911111,True,0.0,True,0.2294
2026-05-20,PPL,19323,206,5249,3965,18,7,-179.0,1080.6501830340057,,True,0.0,True,0.2177
2026-05-21,UBL,28028,1006,7069,3886,130,0,407.0,322.0675397583982,536.4354071973939,True,0.0,True,0.2603
2026-05-21,PPL,26990,302,7781,5245,67,0,231.0,2136.765690735978,2169.8361993609797,True,0.0,True,0.2118
2026-05-22,UBL,20564,802,4955,2921,140,945,137.0,1200.431402419752,1269.79682936475,True,0.0,True,0.1688
2026-05-22,PPL,23459,257,5504,3699,53,934,-436.0,1479.7640300210187,,True,0.0,True,0.1916
2026-05-25,UBL,22935,735,5650,2783,182,0,-346.0,-229.05667260891641,-159.65813517491915,True,0.0,True,0.1966
2026-05-25,PPL,30422,396,8839,4814,202,0,-12.0,2127.9775065849526,2128.5023548449526,True,0.0,True,0.1844
2026-05-29,UBL,26972,902,8535,3368,205,859,61.0,409.3436547168603,430.4927366988595,True,0.0,True,0.1857
2026-05-29,PPL,28118,298,9086,4134,62,904,241.0,-597.3963069180027,-570.3937394929962,True,0.0,True,0.1866
2026-06-01,UBL,22999,1295,6940,3508,139,0,-376.0,4786.619863594911,4869.903705674922,True,0.0,True,0.1768
2026-06-01,PPL,33593,506,9348,5193,46,0,291.0,530.9041356140806,575.1778173090715,True,0.0,True,0.2313
2026-06-02,UBL,18184,766,4658,2732,94,0,406.0,764.6899076421978,872.9240688662103,True,0.0,True,0.2388
2026-06-02,PPL,23149,287,6822,4402,22,0,13.0,2065.802450586044,2066.360480656044,True,0.0,True,0.1998
2026-06-03,UBL,12535,511,2742,1660,50,0,303.0,2761.9599967900576,2822.28523047606,True,0.0,True,0.2419
2026-06-03,PPL,22008,282,6182,3990,47,0,246.0,2258.238545257009,2276.229979910997,True,0.0,True,0.1903
2026-06-04,UBL,12369,480,2949,1824,65,0,12.0,-25.521543218890656,-22.623921218890246,True,0.0,True,0.2644
2026-06-04,PPL,22031,219,5882,3635,47,0,-509.0,-819.8571288489766,-797.8973672989669,True,0.0,True,0.2182
2026-06-05,UBL,22112,571,4319,2295,90,970,512.0,693.2950949021324,854.5958388481231,True,0.0,True,0.2871
2026-06-05,PPL,21121,189,4710,2771,42,1051,468.0,-11970.907611987015,,False,468.0,True,0.2058
2026-06-08,UBL,17392,731,4488,2451,100,0,226.0,563.7474586687749,576.3396102447732,True,0.0,True,0.2108
2026-06-08,PPL,24634,529,6839,3963,49,2,-121.0,1933.6744223620808,1951.3696051730803,True,0.0,True,0.183
2026-06-09,UBL,11895,284,5082,1312,10,23,348.0,1221.006368356204,,True,0.0,True,0.2401
2026-06-09,PPL,17188,187,4106,2686,25,23,448.0,38.23204103705939,,True,0.0,True,0.2344
2026-06-10,UBL,17134,676,4189,2402,40,0,205.0,-660.4548648197087,-588.1379713697243,True,0.0,True,0.2756
2026-06-10,PPL,16529,175,3429,2221,10,33,348.0,-115.2760279969225,,True,0.0,True,0.2876
2026-06-11,UBL,15552,441,3458,2182,27,0,-172.0,-503.5608685459447,-463.8217907459475,True,0.0,True,0.2171
2026-06-11,PPL,18557,99,4555,3083,16,87,272.0,395.99994581397914,,True,0.0,True,0.269
2026-06-12,UBL,17685,669,4790,2480,59,750,110.0,-842.2559589266748,-820.839194716682,True,0.0,True,0.2069
2026-06-12,PPL,22322,456,6835,3469,81,911,403.0,2870.599443545958,2915.983123315964,True,0.0,True,0.1581
2026-06-15,UBL,34812,1363,10705,4497,315,0,269.0,-3044.0233406722255,-2915.3725842722197,True,0.0,True,0.2866
2026-06-15,PPL,32885,427,10403,5296,252,0,-541.0,2731.235935969162,2819.470630142154,True,0.0,True,0.1971
2026-06-16,UBL,40613,1683,13335,5365,372,0,-460.0,2297.2607299863303,2354.9229825663206,True,0.0,True,0.2453
2026-06-16,PPL,40568,444,13131,6478,130,42,-499.0,-12259.59978251993,,False,499.0,True,0.2263
2026-06-17,UBL,30107,1044,9857,3838,302,0,125.0,-288.723890782916,-283.7720691579161,True,0.0,True,0.217
2026-06-17,PPL,42405,559,15629,6268,289,0,-476.0,1006.8882799249986,1020.7732684690127,True,0.0,True,0.22
2026-06-18,UBL,19074,483,5101,2394,52,0,-402.0,1127.194076760352,1300.604187160352,True,0.0,True,0.1955
2026-06-18,PPL,33978,484,12410,5454,136,0,-543.0,444.449581386958,546.9726663999609,True,0.0,True,0.2229
2026-06-19,UBL,30011,972,11468,3523,402,1063,-393.0,-6787.06290183423,-6579.031250995235,True,0.0,True,0.2121
2026-06-19,PPL,42590,659,17604,5909,206,1008,-38.0,-1646.3464702707824,-1639.9295789907828,True,0.0,True,0.216
2026-06-22,UBL,18115,840,6086,2495,170,0,-244.0,5451.248033379845,5465.613122239869,True,0.0,True,0.2475
2026-06-22,PPL,26228,456,8223,4195,121,0,-235.0,1618.4847848051286,1668.7357050101273,True,0.0,True,0.1595
2026-06-23,UBL,15843,649,5564,2047,372,0,-258.0,2863.2698697423184,2966.0556979563116,True,0.0,True,0.2814
2026-06-23,PPL,19484,304,7786,3264,109,0,-34.0,1858.7443781180573,1861.431170012058,True,0.0,True,0.2265
2026-06-24,UBL,25630,811,6432,2947,125,0,-454.0,-4936.405130206258,-4681.550069705263,True,0.0,True,0.2335
2026-06-24,PPL,21696,206,6997,4035,16,54,,,,,,False,0.2104
2026-06-29,UBL,34955,951,11361,4660,631,0,64.0,1310.3033083950904,1336.5025291950915,True,0.0,True,0.1635
2026-06-29,PPL,22976,343,6572,3653,77,19,536.0,-13570.549519539069,,False,536.0,True,0.2158
2026-06-30,UBL,18264,581,5281,2664,135,0,405.0,-982.916445398092,-887.8468790480983,True,0.0,True,0.1865
2026-06-30,PPL,25685,287,8113,3898,148,72,131.0,876.887086583014,,True,0.0,True,0.1816
